,keyword,importance,total_importance
3494,"carvana llc, carvana, mileage discrepancy, exchange car, poor customer service",0.5062-0.4037-0.3992-0.3906-0.3564,2.06
3495,"return car, day return policy, refund, return policy, carvana",0.4964-0.4152-0.3808-0.3779-0.3409,2.01
3496,"unregistered vehicle, vehicle carvana, register, carvana, carvana still",0.5976-0.5342-0.4112-0.3903-0.3746,2.31
3497,"engine warranty, warranty company, carvana finance company, warranty, repair shop",0.5473-0.5068-0.4525-0.4348-0.4213,2.36
3498,"car carvana, carvana, payment, stolen, car",0.5087-0.4489-0.291-0.2808-0.2409,1.77
3499,"contacted carvana, car buying process, car carvana, car buying, refund",0.4656-0.4549-0.4137-0.3742-0.3671,2.08
3500,"carvanas request, carvan, carvana carvana, carvana, schedule appointment",0.4728-0.4381-0.4179-0.4053-0.3909,2.12
3501,"insurance company usaa, insurance provider, insurance company, issue carvana, insurance card",0.4336-0.4112-0.3926-0.392-0.392,2.02
3502,"return policy, warranty silver rock, day return policy, warranty, buying process",0.4812-0.4235-0.4043-0.3886-0.377,2.07
3503,"payment refund, refund amount, refund, vehicle carvana, carvana",0.595-0.5174-0.5058-0.4506-0.3793,2.45
3504,"super slow delivery process, delayed delivery, month delay, delivery process, warranty company.-",0.5558-0.5283-0.3823-0.3722-0.3488,2.19
3505,"wrong bank, carvana treasurer, payoff check, payoff issue, carvana carvana",0.4927-0.4592-0.4435-0.4358-0.3984,2.23
3506,"warranty company, new transmission, transmission, good transmission, warranty",0.363-0.3565-0.3392-0.3344-0.3098,1.7
3507,"engine repairs, car carvana, extended warranty, carvana, better carvana",0.4957-0.4622-0.4523-0.4229-0.4127,2.25
3508,"vehicle carvana, purchased vehicle, carvana, mileage, carvana july",0.5726-0.4586-0.4453-0.4102-0.3783,2.26
3509,"vehicle return, purchased vehicle, vehicle carvana, refunded, vehicle",0.6819-0.5638-0.5191-0.4577-0.4242,2.65
3510,"windshield wiper, windshield wipers, windshield wiper fluid, repairs, vehicle carvana",0.4432-0.4235-0.4207-0.4158-0.3958,2.1
3511,"car online, insurance info, customer service, horrible customer service, different vehicle",0.3735-0.3654-0.3531-0.3519-0.3449,1.79
3512,"vehicle carvana, purchased vehicle, missing paperwork, contacted carvana, state title",0.441-0.4243-0.4226-0.4066-0.4014,2.1
3513,"transaction 09/15/2021.amount, carvana paid, transaction, carvana, vehicle",0.5489-0.4775-0.4142-0.4008-0.3684,2.21
3514,"carvana, payments, reimbursement, payment, received vehicle",0.4392-0.4273-0.4248-0.4149-0.4086,2.11
3515,"swap car, car carvana, damaged car, loan, serious paint damage",0.4981-0.3898-0.3718-0.3299-0.3067,1.9
3516,"gmc acadia, payments, contacted carvana, payment, loan",0.45-0.4226-0.4136-0.4019-0.3278,2.02
3517,"refund, car form carvana, carvana, payments, bank",0.5122-0.4218-0.3838-0.3727-0.3323,2.02
3518,"car carvana, carvana, mechanic shop, warranty, * * * * fushion car",0.4893-0.4089-0.3572-0.354-0.3507,1.96
3519,"refund period, refund, exchange car, carvana, policy",0.6186-0.5554-0.4328-0.4052-0.3036,2.32
3520,"warranty, vehicle:12/13/21 total purchase:$38,918.57 carvana, bought car, wrong products, issues today",0.4833-0.4456-0.3984-0.3709-0.356,2.05
3521,"return car, car carvana, carvana, carvana august, return",0.6513-0.5306-0.4259-0.3924-0.3761,2.38
3522,"carvana paper tags, parking permit, street parking permit, car carvana, permit",0.474-0.4661-0.4462-0.44-0.3523,2.18
3523,"purchased vehicle, purchase vehicle, time limits, 12/17/21, order",0.4684-0.4144-0.3423-0.2966-0.2792,1.8
3524,"vehicle carvana, carvana september, car carvana, carvana, floor mats",0.5123-0.487-0.4826-0.3989-0.3369,2.22
3525,"registration, vehicle carvana, purchased vehicle, registered, temp tags",0.4758-0.4567-0.4293-0.3946-0.3558,2.11
3526,"swap car, refunded, power train issue, new swap, swap",0.4821-0.3841-0.375-0.342-0.341,1.92
3527,"duplicate key, second key, lexus, crazy horrible scam, scam",0.5659-0.4787-0.3686-0.3144-0.298,2.03
3528,"mileage fix, * * * dealership, * * * * * * * dealership, * * * * dealership, * * * * * * dealership",0.4577-0.4253-0.4236-0.4219-0.4213,2.15
3529,"appraisal remind, appraisal, first appraisal, dodge charger, second contract",0.4486-0.428-0.3831-0.3525-0.2615,1.87
3530,"car delivered, delivery, delivery fee, deliver, delivery zone",0.512-0.4345-0.4248-0.4073-0.4035,2.18
3531,"car loan, late payment, return car, loan, credit report",0.5146-0.4866-0.4274-0.3576-0.323,2.11
3532,"carvana employee, car carvana, carvana, cashiers check, customer service",0.4772-0.4599-0.393-0.3219-0.302,1.95
3533,"titles carvana, contacted carvana, dmv improper code, wrong lienholder, correct lienholder",0.4625-0.4467-0.4322-0.4007-0.3904,2.13
3534,"vehicle carvana, purchased vehicle, kia, carvana june, warranty",0.4571-0.4313-0.381-0.3703-0.3701,2.01
3535,"cosmetic imperfections warranty, temporary registration information, temporary registration, registration, registration information",0.4933-0.4724-0.46-0.4214-0.416,2.26
3536,"bought car, car carvana, temp registration, registration, carvana",0.4517-0.4415-0.4254-0.3957-0.366,2.08
3537,"referral checks, referral bonus, lexus i300, referral, customer service",0.4723-0.41-0.3922-0.3549-0.3411,1.97
3538,"extended warranty, oil plug, day warranty, oil change, first oil change",0.4675-0.3993-0.3873-0.3785-0.355,1.99
3539,"transferred--12/12/21, new plates, old plates, plates, cash 11/12/21",0.4703-0.4305-0.3994-0.378-0.3405,2.02
3540,"jeep, carvanas finance, warranty, extra warranty, repairs",0.4346-0.3987-0.3643-0.3618-0.3377,1.9
3541,"paint chips, promised, jeep renegade, empty promises, paint",0.3805-0.3221-0.3126-0.3054-0.3015,1.62
3542,"tag registration, legal car, registration * * * * *, registration * * * *, registration",0.4857-0.4505-0.4047-0.3993-0.3907,2.13
3543,"deposit, payment, new vehicle, vehicle, testing",0.4065-0.3286-0.3183-0.2589-0.192,1.5
3544,"purchased vehicle, vehicle carvana, carvana rep, carvana, purchase agreement",0.4984-0.4945-0.4314-0.3972-0.3942,2.22
3545,"tax title, title fees, transaction, self title, carvana",0.4948-0.4782-0.4125-0.375-0.339,2.1
3546,"tag registration, complaint, local tax collectors office, tax collectors, refund",0.3705-0.3606-0.3501-0.3472-0.3444,1.77
3547,"bank usaa, usaa loan associate, loan, funding request, funding information",0.4568-0.4398-0.3956-0.3938-0.365,2.05
3548,"purchase car, cancellation fees, credit union, cancellation, rep",0.411-0.3988-0.3761-0.3245-0.3083,1.82
3549,"bad check, veloster, lienholder, carvana, payments",0.4367-0.3919-0.2849-0.2797-0.2781,1.67
3550,"warranty company, warranty, adaptive cruise control, inspection, repair",0.4214-0.3943-0.3619-0.3536-0.3469,1.88
3551,"military exemption, license plate, exemption, tax exemption, registration",0.3431-0.342-0.3304-0.3026-0.3003,1.62
3552,"vw passat, emissions issues, emissions, vw, carvanna",0.631-0.5675-0.4823-0.4496-0.4225,2.55
3553,"vehicle plates, purchased vehicle, vehicle carvana, received vehicle, claims process",0.5085-0.4684-0.4518-0.4154-0.3957,2.24
3554,"carvana delivery, carvana delivery service, credit transaction, carvana, ach transaction",0.5783-0.5417-0.5271-0.5229-0.4976,2.67
3555,"cancel, refunded, payment, purchase, car",0.5024-0.4656-0.4347-0.274-0.24,1.92
3556,"separate receipt, purchased vehicle, receipt, reimbursement, advertised referral fee",0.5005-0.4845-0.48-0.475-0.4094,2.35
3557,"reschedule, vehicle pick, vehicle carvana, call today, simple reschedule button",0.4032-0.3967-0.3664-0.3342-0.3212,1.82
3558,"delivery charges, delivery time, free delivery, ordered car, delivery date",0.5048-0.4885-0.4594-0.45-0.4478,2.35
3559,"* * * * * * * registration, * * * * * registration, * * * registration, * * registration, registration",0.4416-0.4317-0.4031-0.3782-0.3684,2.02
3560,"new battery, warranties, old battery, rep, battery",0.3509-0.3165-0.3-0.2807-0.2738,1.52
3561,"car warranty, car warranty company, carvana, warranty company, warranty",0.4808-0.4766-0.3875-0.3837-0.3534,2.08
3562,"jeep cherokee, overnight shipping, auto loan, bank, cherokee",0.3658-0.3456-0.3344-0.3324-0.32,1.7
3563,"car delivered, lexus gs, lexus, paperwork time, scheduled delivery",0.4263-0.3953-0.3656-0.3525-0.3312,1.87
3564,"carvana issues, odometer disclosure, odometer, malfunctioning, day warranty",0.3709-0.3561-0.3154-0.3112-0.3093,1.66
3565,"car registrations, processing registration, new temporary plate, old registration, temporary plate",0.4776-0.4657-0.4524-0.4486-0.4302,2.27
3566,"purchased vehicle, tire sensor light, tire sensor, tire, warranty",0.3981-0.3964-0.3961-0.3886-0.3867,1.97
3567,"vehicle carvana, purchased vehicle, carvana, carvana may 15th, carvana may",0.5522-0.5332-0.4392-0.4102-0.3885,2.32
3568,"car payment, car carvana, payment, carvana, bank",0.4749-0.4411-0.3829-0.371-0.3327,2.0
3569,"finance charge, finance charges, consumer credit contract, consumer credit transaction, consumer credit protection",0.5576-0.5499-0.5287-0.5163-0.4981,2.65
3570,"carvana, vehicle, purchase vehicle, unsafe vehicles, questionable business practices",0.4295-0.4199-0.4182-0.4135-0.3986,2.08
3571,"advertised car, car carvana, new car, dealer, falsely",0.4526-0.3309-0.3133-0.2948-0.2934,1.68
3572,"bank draft, auto loan, carvana, bank, loan",0.5165-0.3951-0.3568-0.3354-0.3269,1.93
3573,"vehicle carvana, time estimates, carvana website, inspection, carvana",0.458-0.4017-0.3814-0.3742-0.3673,1.98
3574,"contact carvana, car carvana, car exchange, carvana, bought car",0.5242-0.4047-0.3829-0.3384-0.3335,1.98
3575,"carvana, cancel, sale, buy, sales",0.4603-0.4288-0.4068-0.3821-0.3544,2.03
3576,"contact carvana, deposit, carvana multiple times, carvana, bank",0.5166-0.4558-0.4272-0.41-0.3438,2.15
3577,"temporary tags, temporary tag, third temporary tag, contacted carvana, account rebuild",0.4811-0.4624-0.4351-0.3953-0.3767,2.15
3578,"safety life https://www.edmunds.com/car-maintenance/how-old-and-dangerous-are-your-tires.html https://www.edmunds.com/car-maintenance/how-old-and-dangerous-are-your-tires.html, replacement tires, tires, tire, carvana",0.6271-0.5782-0.4878-0.4609-0.2935,2.45
3579,"carvana employee, credit union, tracking number, purchased vehicle, deposit",0.3314-0.3301-0.3298-0.3292-0.3171,1.64
3580,"wire transfer, car carvana, carvana, transfer, bought car",0.4815-0.4341-0.4157-0.32-0.319,1.97
3581,"license registration, gmc canyon, temp registration, registration, first temp registration",0.5002-0.4651-0.4412-0.4189-0.4056,2.23
3582,"car carvana, carvana, sale, car, confirmation",0.478-0.4129-0.3297-0.2472-0.2295,1.7
3583,"inspection, carvana vehicle, carvana car, vehicle, title problems",0.3938-0.3736-0.3472-0.3302-0.2943,1.74
3584,"jeep cherokee, complaint carvana, contacted carvana, jeep, cherokee",0.4316-0.4293-0.391-0.3885-0.3491,1.99
3585,"clear accident damage, repair, inspection, car fax, cosmetic damage",0.465-0.3848-0.3662-0.3542-0.3516,1.92
3586,"low tire pressure, tire pressure, current tires, tire, tires",0.5758-0.5717-0.4714-0.4689-0.4621,2.55
3587,"car carvana, carvana online account, carvana, carvana online, vehicle",0.4953-0.4426-0.4281-0.4218-0.3671,2.15
3588,"temp tags, purchased vehicle, vehicle carvana, temp tag, rental vehicle",0.4125-0.4079-0.3865-0.3723-0.3681,1.95
3589,"overpayment refunded asap, additional payment, overpayment, payoff amount, extra payment",0.5847-0.467-0.4617-0.4481-0.4298,2.39
3590,"temporary license plates, plate registration, license plates, license plate, temporary license",0.5787-0.4895-0.4741-0.4346-0.3208,2.3
3591,"lien holders, lien holder, lien, dmv dmv, dmv",0.5072-0.4497-0.4033-0.3915-0.3782,2.13
3592,"legal documents, bought car, new address, car carvana, rebuild process",0.3897-0.3633-0.3389-0.3342-0.3263,1.75
3593,"license plates, plates, license, received, months",0.6699-0.4603-0.2806-0.2007-0.1851,1.8
3594,"purchased vehicle, refund, registration, cancel, car payments",0.3838-0.366-0.3281-0.3149-0.2995,1.69
3595,"car registration, street address, registration, temporary tag, address",0.4954-0.4251-0.3911-0.3504-0.3259,1.99
3596,"purchased vehicle, vehicle carvana, vehicle, carvana, registration",0.5824-0.567-0.4521-0.4148-0.3628,2.38
3597,"water damage, rain water, vehicle insurance, rain, car delivery",0.5633-0.4515-0.438-0.3755-0.3418,2.17
3598,"registration carvana, vehicle carvana, carvana business, vehicle * * * * * *, carvana",0.6663-0.5947-0.5158-0.4447-0.4416,2.66
3599,"registration tags, registration paperwork, rental car, registration, purchased vehicle",0.4901-0.4522-0.4171-0.4075-0.406,2.17
3600,"wrong car, carvana, vehicle, car, inspection issue",0.3646-0.3559-0.3505-0.3447-0.3343,1.75
3601,"bought car, denied, claim, delayed delivery, battery",0.3061-0.2506-0.2166-0.2128-0.2116,1.2
3602,"vehicle payments, vehicle carvana, temporary operating plates, uber service, last temporary operating plate expiration date",0.5088-0.4886-0.4541-0.4266-0.4216,2.3
3603,"unregistered car, correct paperwork, registration, car carvana, registration department",0.4947-0.473-0.3985-0.382-0.3767,2.12
3604,"carvana customer service, vehicle payment, vehicle carvana, purchase vehicle, transfer",0.4755-0.4754-0.4589-0.4467-0.4464,2.3
3605,"car carvana, 2nd georgia temp tag, bought car, registration paperwork, georgia temp tag",0.46-0.4494-0.4481-0.4426-0.4239,2.22
3606,"carvana representatives, car registration, carvana, * * * carvana, * * * * carvana",0.5372-0.4683-0.413-0.3753-0.3734,2.17
3607,"new delivery date, delivery date, resign contract, contract, delivery",0.4529-0.4424-0.3324-0.3285-0.3243,1.88
3608,"previous vehicle registration, vehicle registration, registration plates, vehicle carvana, purchased vehicle",0.5963-0.5419-0.499-0.4949-0.4785,2.61
3609,"bumper issues, driver rocker panel, repairs, dealership, driver door",0.3879-0.3732-0.3436-0.3348-0.3244,1.76
3610,"truck, contract, auto insurance, 3rd contract, vehicle",0.3433-0.3404-0.3324-0.2943-0.2918,1.6
3611,"extended warranty, cancel, warranty, run, getting",0.7297-0.4151-0.3955-0.0874-0.0465,1.67
3612,"contract rebuild, car tags, second vehicle, car carvana, contract",0.419-0.3581-0.3129-0.2959-0.2931,1.68
3613,"american cashier check, cashier check, car carvana, purchase car, uber",0.4968-0.4677-0.4213-0.4032-0.3925,2.18
3614,"lien release form, paper lien release form, lien release, dealer financing, lien",0.5008-0.4763-0.4572-0.3997-0.3756,2.21
3615,"false delivery date, delivery date, carvana representative, false delivery, purchased vehicle",0.5668-0.4811-0.4114-0.3945-0.386,2.24
3616,"temp registration, registration, orignal temp registration, rental car, vehicle",0.4232-0.417-0.4054-0.3255-0.3006,1.87
3617,"jeep gladiator, jeep buy, check engine, jeep, check engine light",0.4005-0.3619-0.3001-0.2611-0.2571,1.58
3618,"carvana needs, * * * carvana, * * carvana, carvana, h * * * carvana",0.4164-0.4022-0.4008-0.3948-0.3848,2.0
3619,"referral, referral card, contacted carvana, referral page, sale contract",0.5266-0.5163-0.5079-0.4655-0.4424,2.46
3620,"resignation, vehicle, registration, transaction, title",0.4067-0.3133-0.2788-0.2703-0.2672,1.54
3621,"carvana, carvanas, delivered, approved, check",0.3597-0.3395-0.3027-0.2959-0.2617,1.56
3622,"purchased vehicle, return car, car registration, complete registration, registration",0.5072-0.4767-0.4534-0.4271-0.3672,2.23
3623,"car delivered, car delivery date, phone records, call, phone call",0.3796-0.3733-0.3509-0.3407-0.3341,1.78
3624,"permenate registration, registration, register, temporary operating plates, * * temporary operating plates",0.4908-0.4499-0.4229-0.4097-0.3918,2.17
3625,"carvana dealership, online carvana, carvana, nevada dmv, registration",0.6392-0.5766-0.5393-0.5019-0.4533,2.71
3626,"incorrect buyer information, complete registration, registration paperwork, incorrect state form, registration",0.4435-0.4157-0.3993-0.3876-0.3848,2.03
3627,"temp tags, tags, resolution, car, states",0.4271-0.3677-0.3242-0.224-0.205,1.55
3628,"temporary operating plates, new temporary operating plate, registration, temporary operating plate, bought car",0.4932-0.4901-0.4784-0.46-0.3334,2.26
3629,"registration tags, car delivered, registration, actual plates, bank",0.4226-0.4039-0.3339-0.3259-0.3096,1.8
3630,"missing paperwork, vehicle registration, additional temporary plates, * * * * * * * registration, registration documents",0.5303-0.4558-0.4385-0.4109-0.4057,2.24
3631,"new temporary tags, temporary tags, temp tags, first temp tags, original contract",0.523-0.4946-0.4114-0.3779-0.3742,2.18
3632,"car purchasing procedure, vehicle state, hour notice, insurance, carvana provided",0.4514-0.4308-0.3777-0.3175-0.3014,1.88
3633,"unregistered car, register, registration, audi q3, release form fro carvana",0.6038-0.4359-0.4354-0.4249-0.4137,2.31
3634,"payment check, certified check, stop payment, good customer service, customer service",0.5189-0.4998-0.4223-0.3543-0.3474,2.14
3635,"warranties, carvana, post purchase issues, repair shops, separate repair shops",0.4116-0.3867-0.369-0.3443-0.3413,1.85
3636,"contacted carvana, car carvana, uber, carvana, uber transportation",0.5086-0.5064-0.4275-0.4266-0.4218,2.29
3637,"vehicle license plates, license plates, license plate, vehicle online, registration tags",0.5105-0.4595-0.448-0.4469-0.4318,2.3
3638,"temporary georgia plate, registration department, registration, registration process, temporary plate",0.5036-0.4408-0.4403-0.4288-0.3867,2.2
3639,"registration, loan, loan balance, financed, carvana",0.3859-0.3812-0.3565-0.3062-0.2932,1.72
3640,"temporary registration, * temporary registration, * * temporary registration, registration, * * * * * * * registration",0.5505-0.5143-0.5109-0.4589-0.4257,2.46
3641,"silver rock warranty department, carvana delivering, silver rock warranty, purchased vehicle, warranty department",0.4533-0.4507-0.4448-0.4228-0.4095,2.18
3642,"temp tags, permanent tag, kia, kia * * *, kia * * * *",0.5924-0.5441-0.4351-0.4249-0.4244,2.42
3643,"anymore temporary plates, temporary plates, last temp plate, temp plate, plates",0.5542-0.5243-0.51-0.4808-0.4295,2.5
3644,"worn radiator cap, * * * * * cruze ls, possible blown head gasket, * * * * * cruze, coolant",0.3926-0.3865-0.3782-0.3702-0.3513,1.88
3645,"registration, temporary registration, car carvana, paperwork nothing, rental",0.4928-0.4444-0.3766-0.3268-0.2929,1.93
3646,"caravan, previous lien company, drive vehicle, temporary permit, vehicle",0.4654-0.4586-0.404-0.3916-0.3894,2.11
3647,"rental vehicle, vehicle, temporary plate, tow, drive vehicle",0.3936-0.3503-0.3376-0.325-0.3144,1.72
3648,"bad battery, vehicle carvana, temporary tag, ordered vehicle, received vehicle",0.3921-0.3883-0.3604-0.3294-0.3137,1.78
3649,"registration carvana, temp tag, physical tag, carvana, registration",0.5759-0.4511-0.4152-0.3908-0.3821,2.22
3650,"vin inspection, carvana, dmv dmv, vin, dmv",0.5838-0.4407-0.4245-0.4159-0.394,2.26
3651,"temporary license plates, purchased vehicle, vehicle carvana, license plates, temporary license",0.4817-0.4762-0.4758-0.4077-0.3874,2.23
3652,"car carvana, carvana, carvana july, * * * * dollar repair, bought car",0.6185-0.5118-0.5106-0.5001-0.4939,2.63
3653,"return car, third delivery attempt, mileage discrepancy, cars insurance, delivery attempts",0.4076-0.3691-0.3628-0.3319-0.3258,1.8
3654,"contacted carvana, refund, vehicle carvana, bank, separate bank",0.5127-0.4478-0.4008-0.3905-0.3837,2.14
3655,"carvana resolution, car carvana, car registration, carvanas name, carvana",0.4361-0.4333-0.3941-0.3909-0.3713,2.03
3656,"temporary license plates, temporary license, license plates, temporary plates, fraudulent sale",0.5503-0.4545-0.448-0.4068-0.382,2.24
3657,"downpayment, carvana finance company, vehicle carvana, odometer adjustment, underwriters",0.4895-0.4525-0.4332-0.4299-0.3691,2.17
3658,"carvana customer service, carvana customer, license tags, vehicle carvana, purchased vehicle",0.5305-0.5089-0.4668-0.4648-0.4609,2.43
3659,"cancel, trade value, prius prime, scheduled delivery, transaction",0.3838-0.3362-0.3311-0.3283-0.3253,1.7
3660,"car carvana, carvana account, registration, carvana, register",0.4602-0.4471-0.4059-0.3892-0.3804,2.08
3661,"contacted carvana, payment process, direct deposit, direct deposit system, deposit",0.4708-0.4376-0.4141-0.3695-0.3572,2.05
3662,"vehicle carvana, carvana representative, purchased vehicle, car swap, carvana",0.568-0.4809-0.4727-0.4703-0.4522,2.44
3663,"license plates, registration, public roadways.5 months, * * * * * ridgeline, license",0.4184-0.3982-0.3929-0.3289-0.3229,1.86
3664,"register, temporary tags, delayed, delay, expired",0.3957-0.3865-0.3677-0.3237-0.2924,1.77
3665,"result.https://www.carvana.com/sell-my-car/confirmation/3718319, carvana support, carvana, tesla model, refund",0.5965-0.5179-0.4717-0.3438-0.3388,2.27
3666,"clutch recall, clutch warranty, recalls, clutch, recall",0.6317-0.6031-0.4717-0.3715-0.3451,2.42
3667,"payment, third party financer, overnight check, carvana, bank",0.4659-0.4628-0.4388-0.4053-0.3608,2.13
3668,"reimbursement, compensation, payment, claim, carvana",0.4077-0.2955-0.2917-0.2595-0.2539,1.51
3669,"temporary license plates, multiple temporary license plates, license plates, car carvana, new plates",0.6481-0.6365-0.5385-0.4391-0.4352,2.7
3670,"bought car, car carvana, registration, carvana november, carvana",0.5127-0.4953-0.4295-0.4063-0.3925,2.24
3671,"loud popping sound, driver door, front driver side window, driver side window, inspection report",0.4844-0.463-0.4314-0.3868-0.3833,2.15
3672,"car inspection, emission test, inspection, carvana, customer service",0.4877-0.4705-0.36-0.3485-0.3362,2.0
3673,"bought car, * * * * dealership, * * * dealership, purchase vehicle, dealership",0.5031-0.4565-0.4529-0.4449-0.4423,2.3
3674,"extended warranty company, warranty company, extended warranty, warranty, day warranty",0.4483-0.4452-0.4371-0.4083-0.3866,2.13
3675,"purchase carvana, contacted carvana, duplicate title, carvana july, carvana",0.5171-0.4836-0.4299-0.426-0.4148,2.27
3676,"car carvana, warranty company, worst car buying experience, car buying experience, car buying",0.4259-0.4163-0.4092-0.4014-0.4,2.05
3677,"temporary operating tags, temporary operating plates, current temporary operating tags, purchased vehicle, vehicle carvana",0.4418-0.4376-0.4281-0.4164-0.4069,2.13
3678,"credit report, car carvana, customer service, collision insurance, extra collision insurance",0.3403-0.3264-0.3133-0.2989-0.2928,1.57
3679,"vehicle carvana, rta form, carvana september, carvana, rta",0.5632-0.4777-0.4608-0.4476-0.4016,2.35
3680,"registration, registered, purchase car, registration team, temporary operating plates",0.5161-0.4538-0.4348-0.3712-0.327,2.1
3681,"arizona law, second temporary license, third temporary license, real license plate, license plate",0.4922-0.4469-0.4357-0.4225-0.4107,2.21
3682,"vehicle carvana, temporary tags, correct license plates, carvana advocates, license plates",0.5625-0.4959-0.4637-0.4544-0.4537,2.43
3683,"drive vehicle, vehicle, registration * * * * *, registration * * * *, registration",0.4186-0.3877-0.3868-0.3854-0.3815,1.96
3684,"purchased vehicle, received vehicle, 2nd temporary operating plate sept 13th, uber credits, uber",0.3743-0.3712-0.3371-0.3205-0.312,1.72
3685,"return car, car vin #, carvana car, carvana policies, expired tags",0.41-0.352-0.3486-0.3329-0.3312,1.77
3686,"vehicle carvana, license plates, vehicle, vehicle * * *, vehicle * * * *",0.4522-0.3492-0.3341-0.3231-0.3151,1.77
3687,"repossession, payments, cashiers check, carvana, payment",0.4171-0.3892-0.3731-0.3667-0.3581,1.9
3688,"dealership carvana, car carvana, lost car, vehicle, carvana",0.4627-0.4547-0.4309-0.3646-0.3513,2.06
3689,"temporary registration, carvana llc.the vehicle, carvana llc, permeant registration, registration",0.5552-0.5304-0.4896-0.4515-0.4411,2.47
3690,"title carvana, license plates, actual license plates, bank carvana, carvana",0.4623-0.4134-0.4116-0.4111-0.351,2.05
3691,"vehicle carvana, carvana, purchased vehicle, carvana states, hours carvana",0.5775-0.5338-0.4977-0.4789-0.4727,2.56
3692,"license plates, * * * * * license plates, * license plates, paperwork carvana, temporary plates",0.5152-0.4682-0.4614-0.45-0.4387,2.33
3693,"carvana paid, carvana, payment, car, customer service",0.6871-0.5428-0.3966-0.2866-0.2818,2.19
3694,"title tag, tag registration, title, registration, tag",0.5397-0.4441-0.3436-0.2981-0.2912,1.92
3695,"bought car, payment, neighbors, repo, car",0.392-0.3068-0.2518-0.2412-0.2189,1.41
3696,"vehicle carvana, swap vehicle, day return policy, carvana, return policy",0.531-0.4364-0.4233-0.4159-0.407,2.21
3697,"purchased vehicle, * * * * * * * registration, vehicle june, * * * * * registration, registration",0.4799-0.4781-0.4765-0.4627-0.4282,2.33
3698,"help car note ect, damages, car carvana, car note, car",0.4691-0.4075-0.3636-0.3602-0.2861,1.89
3699,"real license plate, license plate, temporary tags, register, license",0.5308-0.4821-0.4086-0.3555-0.3443,2.12
3700,"temp tags, new temp tags, expiring, paperwork process, paperwork",0.3579-0.3417-0.3168-0.2959-0.258,1.57
3701,"cars registration, utah dmv, registration, temporary registration, dmvs registration call line",0.4594-0.4314-0.4237-0.4202-0.403,2.14
3702,"vehicle carvana, purchased vehicle, carvana july, caravan, vehicle",0.4553-0.4166-0.3872-0.3606-0.3528,1.97
3703,"temporary license plate, plate registration, license paperwork, attorney paperwork, license plates",0.5026-0.467-0.4648-0.4412-0.4184,2.29
3704,"terrible financing deal, financing, carvana, legal actions, vehicle",0.4323-0.3981-0.3763-0.3721-0.3598,1.94
3705,"car delivery date, car delivery, purchase car, car service, day delivery date",0.5587-0.4881-0.4485-0.3947-0.3405,2.23
3706,"license paperwork, license registration, license, * * * * * cx-5, cx-5",0.4807-0.4624-0.3979-0.3672-0.3524,2.06
3707,"temporary dealer tags, dealer tags, vin confirmation, purchased vehicle, temporary tags",0.5346-0.4422-0.3832-0.3818-0.3809,2.12
3708,"leaner permit, insurance, delayed, appointment, appointment time",0.3636-0.3584-0.3427-0.3136-0.3098,1.69
3709,"nevada registration, registration tags, car tags, registration tag, complaint carvana",0.5473-0.5104-0.4961-0.4878-0.4709,2.51
3710,"purchased vehicle, paperwork carvana, vehicle carvana, buick encore, contacted carvana",0.5114-0.4795-0.475-0.4192-0.4165,2.3
3711,"mileage, vehicle:1.2016 * * * * * odyssey, gps, warranty service request, speedometer",0.4147-0.4123-0.3973-0.3803-0.3761,1.98
3712,"carvana policy, car carvana, old lien holder, carvana still, bought car",0.4878-0.4679-0.4365-0.4286-0.4089,2.23
3713,"engine failure, warranties, warranty, engine issue, engine problems",0.413-0.4028-0.3973-0.3837-0.3743,1.97
3714,"current temp tag, temp tag, temp tags, temps tags, expired",0.4872-0.464-0.4615-0.3927-0.34,2.15
3715,"expired tag, temporary tag, temporary, expired, call",0.5803-0.5124-0.3377-0.2908-0.2832,2.0
3716,"transportation delay email, transportation delays, car delivered, transportation delay, buick encore",0.4544-0.4308-0.4292-0.4227-0.4173,2.15
3717,"knock sensor code, buick website, separate wiring harnesses, correct wiring, knock sensor",0.418-0.3903-0.387-0.366-0.366,1.93
3718,"transmission, 38k miles, purchased vehicle, vehicle, 38k",0.5784-0.4924-0.3605-0.3313-0.3128,2.08
3719,"carvana warranty group, carvana warranty, carvana car, carvana, local third party repair shop",0.6048-0.6013-0.4348-0.3887-0.3829,2.41
3720,"worst car buying experience, car buying experience, absolute worst car buying experience, car buying, car payments",0.4849-0.4576-0.4504-0.4416-0.432,2.27
3721,"recourse, warranty company silverrock, return policy, warranty, day return policy",0.4832-0.4462-0.4427-0.4106-0.4059,2.19
3722,"rental company, return, vehicle, van, carvana",0.3359-0.3269-0.3205-0.3021-0.2743,1.56
3723,"purchase carvana, exchange vehicle, day money back guarantee, third exchange, exchange policy",0.5729-0.5167-0.4964-0.4723-0.4674,2.53
3724,"temp tag, state inspection, contact carvana, vehicle june, expired",0.4097-0.3675-0.3389-0.3046-0.2991,1.72
3725,"carvana tag, rental car credit, temporary tag, rental car, registration state",0.4743-0.4152-0.3752-0.3461-0.3418,1.95
3726,"claim, repairs, assured, body shop, damage",0.391-0.3828-0.2912-0.2857-0.2719,1.62
3727,"dealership, online dealership, inspection, recalls, point inspection",0.3915-0.3595-0.3484-0.3011-0.2709,1.67
